Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api
"Dro street 8/2, Yerevan","Dro street 8/2, Yerevan",OK,Yerevan,Qanaqer-Zeytun,8/2,,Yerevan,Dro Street,,Armenia,40.2013434,44.54123134,Nominatim
"Dro street 22/6, Yerevan","Dro street 22/6, Yerevan",OK,Yerevan,Qanaqer-Zeytun,22/6,,Yerevan,Dro street,,Armenia,40.2044482,44.54375346,Nominatim
"Dro street 22, Yerevan","Dro street 22, Yerevan",OK,Yerevan,Qanaqer-Zeytun,22/6,,Yerevan,Dro street,,Armenia,40.2044482,44.54375346,Nominatim
"Dro street 18, Yerevan","Dro street 18, Yerevan",OK,Yerevan,Qanaqer-Zeytun,18,,Yerevan,Dro Street,,Armenia,40.20312835,44.5425839,Nominatim
"Dro street 14, Yerevan","Dro street 14, Yerevan",OK,Yerevan,Qanaqer-Zeytun,14,,Yerevan,Dro Street,,Armenia,40.20264935,44.54169261,Nominatim
"Dro street 10, Yerevan","Dro street 10, Yerevan",OK,Yerevan,Qanaqer-Zeytun,10,,Yerevan,Dro Street,,Armenia,40.2017938,44.54104383,Nominatim
"Դրոյի փողոց 24Ա, Երևան","24A Dro Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,24A,,Yerevan,Dro Street,,Armenia,40.205481,44.545362,Yandex
"Դրոյի փողոց 1, Երևան","1 Dro Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,3,,Yerevan,Dro Street,,Armenia,40.199819,44.53699,Yandex
"Դպրոցականների նրբանցք 31, Մասիս","31 Schoolchildren&#39;s Alley, Masis",OK,Ararat,Masis,27/13,Nor district,Masis,Dprocakanner Street 1st Lane,,Armenia,40.057916,44.445182,Yandex
"Dprocakanner alley 10, Masis","Dprocakanner alley 10, Masis",OK,Ararat,,,,Masis,Dprocakanner Street 1st Lane,,Armenia,40.058289,44.444427,Yandex
"Dprocakanner street, Masis","Dprocakanner street, Masis",OK,Ararat,Masis,,3rd district,Masis,Dprocakanner street,,Armenia,40.06326864,44.44694783,Nominatim
"Դերենիկ Դեմիրճյան փողոց 36, Երևան","36 Derenik Demirchyan Street, Yerevan",OK,Yerevan,Yerevan,36,,Yerevan,Derenik Demirchyan Street,,Armenia,40.187922,44.507157,Yandex
"Դերենիկ Դեմիրճյան փողոց 12/14, Երևան","12/14 Derenik Demirchyan Street, Yerevan",OK,Yerevan,Yerevan,12/14,,Yerevan,Derenik Demirchyan Street,,Armenia,40.18921,44.507399,Yandex
"Դերենիկ Դեմիրճյանի փողոց, Երևան","Derenik Demirchyan Street, Yerevan",OK,Yerevan,Kentron,,Old Yerevan Quarter,Yerevan,Derenik Demirchyan street,,Armenia,40.180102,44.512268,Yandex
"Derenik Demirchyan street, Yerevan","Derenik Demirchyan street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Derenik Demirchyan street,,Armenia,40.18823676,44.50757005,Nominatim
"Derenik Demirchyan street 40, Yerevan","Derenik Demirchyan street 40, Yerevan",OK,Yerevan,Kentron,40,,Yerevan,Derenik Demirchyan street,,Armenia,40.18721305,44.50667764,Nominatim
"Derenik Demirchyan street 36, Yerevan","Derenik Demirchyan street 36, Yerevan",OK,Yerevan,Kentron,36,,Yerevan,Derenik Demirchyan street,,Armenia,40.1879035,44.5071997,Nominatim
"Derenik Demirchyan street 31, Yerevan","Derenik Demirchyan street 31, Yerevan",OK,Yerevan,Kentron,31,,Yerevan,Derenik Demirchyan street,,Armenia,40.18614335,44.50587835,Nominatim
"Derenik Demirchyan street 21, Yerevan","Derenik Demirchyan street 21, Yerevan",OK,Yerevan,Kentron,21,,Yerevan,Derenik Demirchyan street,,Armenia,40.18731585,44.50759686,Nominatim
"Derenik Demirchyan street 17a, Yerevan","Derenik Demirchyan street 17a, Yerevan",OK,Yerevan,Kentron,17Ա,,Yerevan,Derenik Demirchyan street,,Armenia,40.18787105,44.50846827,Nominatim
"Derenik Demirchyan street 16, Yerevan","Derenik Demirchyan street 16, Yerevan",OK,Yerevan,Kentron,16,,Yerevan,Derenik Demirchyan street,,Armenia,40.18882815,44.50700263,Nominatim
"Derenik Demirchyan street 15, Yerevan","Derenik Demirchyan street 15, Yerevan",OK,Yerevan,Kentron,15,,Yerevan,Derenik Demirchyan street,,Armenia,40.1880076,44.50784373,Nominatim
"Derenik Demirchyan street 10, Yerevan","Derenik Demirchyan street 10, Yerevan",OK,Yerevan,Kentron,10,,Yerevan,Derenik Demirchyan street,,Armenia,40.18940655,44.50726873,Nominatim
"Derenik Demirchyan street 1, Yerevan","Derenik Demirchyan street 1, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Derenik Demirchyan street,,Armenia,40.18870105,44.50804539,Nominatim
"Դերենիկ Դեմիրճյանի փողոց 7, Երևան","7 Derenik Demirchyan Street, Yerevan",OK,Yerevan,Kentron,,Old Yerevan Quarter,Yerevan,Derenik Demirchyan street,,Armenia,40.180102,44.512268,Yandex
"Դեղատան փողոց, Երևան","Deghatan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Deghatan Street,,Armenia,40.174789,44.511028,Yandex
"Deghatan street, Yerevan","Deghatan street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Deghatan street,,Armenia,40.17531966,44.51060732,Nominatim
"Deghatan street 15, Yerevan","Deghatan street 15, Yerevan",OK,Yerevan,Kentron,15,,Yerevan,Deghatan street,,Armenia,40.17416635,44.51167357,Nominatim
"Deghatan street 10, Yerevan","Deghatan street 10, Yerevan",OK,Yerevan,Kentron,10,,Yerevan,Deghatan street,,Armenia,40.1747459,44.51080711,Nominatim
"Davtashen 4th Block, Yerevan","Davtashen 4th Block, Yerevan",OK,Yerevan,Davtashen,,Davidashen 4th block,Yerevan,Davtashen Block 4,,Armenia,40.2239025,44.5025584,Nominatim
"Դավթաշենի 4-րդ թաղամաս 8Բ, Երևան","Davtashen 4th District 8B, Yerevan",OK,Yerevan,Davtashen,8,Davidashen 4th block,Yerevan,Davtashen 4th Street,,Armenia,40.213615,44.478473,Yandex
"Դավթաշենի 4-րդ թաղամաս 8, Երևան","Davtashen 4th District 8, Yerevan",OK,Yerevan,Davtashen,8,Davidashen 4th block,Yerevan,Davtashen 4th Street,,Armenia,40.213615,44.478473,Yandex
"Դավթաշենի 4-րդ զանգված, Երևան","Davtashen 4th District, Yerevan",OK,Yerevan,Davtashen,,,Yerevan,Davtashen 4th Street,,Armenia,40.213002,44.479794,Yandex
"4-я улица Давташена 26, Ереван","4th Davtashen Street 26, Yerevan",OK,Yerevan,,26,,Yerevan,Davtashen 4th Street,,Armenia,40.212141,44.481016,Yandex
"4-я улица Давташена 13, Ереван","4th Davtashen Street 13, Yerevan",OK,Yerevan,,13,,Yerevan,Davtashen 4th Street,,Armenia,40.213236,44.479569,Yandex
"Davtashen 2nd Street, Yerevan","Davtashen 2nd Street, Yerevan",OK,Yerevan,Davtashen,,,Yerevan,Davtashen 1st street 2nd lane,,Armenia,40.21686523,44.47867403,Nominatim
"Davtashen 2nd Street 40, Yerevan","Davtashen 2nd Street 40, Yerevan",OK,Yerevan,Davtashen,40,,Yerevan,Davtashen 1st street 2nd lane,,Armenia,40.21686523,44.47867403,Nominatim
"Davtashen 2nd Street 13, Yerevan","Davtashen 2nd Street 13, Yerevan",OK,Yerevan,Davtashen,13,,Yerevan,Davtashen 1st street 2nd lane,,Armenia,40.21686523,44.47867403,Nominatim
"Դավթաշենի 1-ին փողոցի 1-ին նրբանցք 24, Երևան","24, Davtashen 1st Street, 1st Lane, Yerevan",OK,Yerevan,Yerevan,24,,Yerevan,Davtashen 1st Street 1st Lane,,Armenia,40.217361,44.475922,Yandex
"Davtashen 1st street 1st lane, Yerevan","Davtashen 1st street 1st lane, Yerevan",OK,Yerevan,Davtashen,,,Yerevan,Davtashen 1st street 1st lane,,Armenia,40.21623245,44.47474235,Nominatim
"Դավթաշենի 1-ին զանգված, Երևան","Davtashen 1st district, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Davtashen 1st Street,,Armenia,40.216177,44.480432,Yandex
"Դավթաշենի 1-ին փողոց, Երևան","Davtashen 1st Street, Yerevan",OK,Yerevan,Davtashen,,,Yerevan,Davtashen 1st Street,,Armenia,40.216177,44.480432,Yandex
"Դավթաշեն 1-ին թաղամաս, Երևան","Davtashen 1st district, Yerevan",OK,Yerevan,Davtashen,,Davtashen 1st Block,Yerevan,Davtashen,,Armenia,40.220846,44.48875,Yandex
"Davtashen 1-st Block, Yerevan","Davtashen 1-st Block, Yerevan",OK,Yerevan,Davtashen,1,Davidashen 1st block,Yerevan,Davtashen,,Armenia,40.2221622,44.4854182,Nominatim
"Davtashen 1st Block, Yerevan","Davtashen 1st Block, Yerevan",OK,Yerevan,Davtashen,1,Davidashen 1st block,Yerevan,Davtashen,,Armenia,40.2221622,44.4854182,Nominatim
"Davtashen 1st Block 1, Yerevan","Davtashen 1st Block 1, Yerevan",OK,Yerevan,Davtashen,1,Davidashen 1st block,Yerevan,Davtashen,,Armenia,40.2221622,44.4854182,Nominatim
"Դավիթ Մալյան փողոցի նրբանցք, Երևան","Alley of Davit Malyan Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Davit Malyan Street Lane,,Armenia,40.207045,44.566338,Yandex
"Davit Malyan Street Lane 2, Yerevan","Davit Malyan Street Lane 2, Yerevan",OK,Yerevan,,2,,Yerevan,Davit Malyan Street Lane,,Armenia,40.206811,44.565215,Yandex
"Դավիթ Մալյան փողոց, Երևան","Davit Malyan Street, Yerevan",OK,Yerevan,Avan,,,Yerevan,Davit Malyan Street,,Armenia,40.209249,44.567757,Yandex
"Davit Malyan Street 9, Yerevan","Davit Malyan Street 9, Yerevan",OK,Yerevan,Avan,,,Yerevan,Davit Malyan street,,Armenia,40.20890894,44.56693619,Nominatim
"Davit Malyan Street 37, Yerevan","Davit Malyan Street 37, Yerevan",OK,Yerevan,Avan,37,,Yerevan,Davit Malyan street,,Armenia,40.20962445,44.56761965,Nominatim
"Davit Malyan Street 22, Yerevan","Davit Malyan Street 22, Yerevan",OK,Yerevan,Avan,22,,Yerevan,Davit Malyan street,,Armenia,40.2091259,44.5680465,Nominatim
"Davit Malyan Street 10, Yerevan","Davit Malyan Street 10, Yerevan",OK,Yerevan,Avan,10,,Yerevan,Davit Malyan street,,Armenia,40.208465,44.566468,Nominatim
"Улица Давида Маляна 2, Ереван","David Malyan Street 2, Yerevan",OK,Yerevan,Avan,2,,Yerevan,Davit Malyan Street,,Armenia,40.206996,44.563732,Yandex
"Դավիթ Մալյան փողոցի նրբանցք 1, Երևան","Davit Malyan Street Alley 1, Yerevan",OK,Yerevan,,,,Yerevan,Davit Malyan Street,,Armenia,40.209249,44.567757,Yandex
"Arabkir 19-th Street, Yerevan","Arabkir 19-th Street, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Davit Hovhannes street,,Armenia,40.20235087,44.50927723,Nominatim
"Arabkir 19-th Street 6, Yerevan","Arabkir 19-th Street 6, Yerevan",OK,Yerevan,Arabkir,6,,Yerevan,Davit Hovhannes street,,Armenia,40.20235087,44.50927723,Nominatim
"Arabkir 19th Street 6, Yerevan","Arabkir 19th Street 6, Yerevan",OK,Yerevan,Arabkir,6,,Yerevan,Davit Hovhannes street,,Armenia,40.20157025,44.50741605,Nominatim
"Davit-Bek St 65, Yerevan","Davit-Bek St 65, Yerevan",OK,Yerevan,Erebuni,65,,Yerevan,Davit Bek street,,Armenia,40.1516239,44.53322022,Nominatim
"Davit-Bek St 1, Yerevan","Davit-Bek St 1, Yerevan",OK,Yerevan,Erebuni,1,Argishti District,Yerevan,Davit Bek street,,Armenia,40.15114015,44.52777715,Nominatim
"Davit Bek street, Yerevan","Davit Bek street, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Davit Bek street,,Armenia,40.1536607,44.53934452,Nominatim
"Davit Anhaght Street, Yerevan","Davit Anhaght Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Davit Anhaght Street,,Armenia,40.20123717,44.53393149,Nominatim
"Davit Anhaght Street 4/13, Yerevan","Davit Anhaght Street 4/13, Yerevan",OK,Yerevan,Qanaqer-Zeytun,4/13,,Yerevan,Davit Anhaght street,,Armenia,40.202354,44.5307371,Nominatim
"Davit Anhaght Street 4, Yerevan","Davit Anhaght Street 4, Yerevan",OK,Yerevan,Qanaqer-Zeytun,13/4,,Yerevan,Davit Anhaght street,,Armenia,40.20325355,44.53078251,Nominatim
"Davit Anhaght Street 2, Yerevan","Davit Anhaght Street 2, Yerevan",OK,Yerevan,Qanaqer-Zeytun,2,,Yerevan,Davit Anhaght street,,Armenia,40.20399705,44.52776035,Nominatim
"Davit Anhaght Street 19/1, Yerevan","Davit Anhaght Street 19/1, Yerevan",OK,Yerevan,Qanaqer-Zeytun,19/1,,Yerevan,Davit Anhaght Street,,Armenia,40.2015576,44.53419297,Nominatim
"Դավիթ Անհաղթի փողոց, Երևան","David Anhaght Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Davit Anhaght Street,,Armenia,40.20122783,44.53370457,Nominatim
"David Anhaght street 7, Yerevan","David Anhaght street 7, Yerevan",OK,Yerevan,Qanaqer-Zeytun,10/7,,Yerevan,Davit Anhaght street,,Armenia,40.20081915,44.53069587,Nominatim
"David Anhaght street 6, Yerevan","David Anhaght street 6, Yerevan",OK,Yerevan,Qanaqer-Zeytun,6,,Yerevan,Davit Anhaght Street,,Armenia,40.2007849,44.53398181,Nominatim
"Улица Давида Анахта 3, Ереван","David Anhaght Street 3, Yerevan",OK,Yerevan,Qanaqer-Zeytun,18/3,,Yerevan,Davit Anhaght Street,,Armenia,40.1978002,44.5386514,Nominatim
"David Anhaght street 19/1, Yerevan","David Anhaght street 19/1, Yerevan",OK,Yerevan,Qanaqer-Zeytun,19/1,,Yerevan,Davit Anhaght Street,,Armenia,40.2015576,44.53419297,Nominatim
"David Anhaght street 19, Yerevan","David Anhaght street 19, Yerevan",OK,Yerevan,Qanaqer-Zeytun,19,,Yerevan,Davit Anhaght Street,,Armenia,40.20205215,44.53342023,Nominatim
"Դավիթ Անհաղթի փողոց 17, Երևան","17 David Anhaght Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,17,,Yerevan,Davit Anhaght street,,Armenia,40.2024111,44.53265256,Nominatim
"Улица Давида Анахта 6, Ереван","David Anhaght Street 6, Yerevan",OK,Yerevan,,6,,Yerevan,Davit Anhaght Street,,Armenia,40.200164,44.534896,Yandex
"Улица Давида Анахта 12, Ереван","David Anhaght Street 12, Yerevan",OK,Yerevan,,12,,Yerevan,Davit Anhaght Street,,Armenia,40.198882,44.537349,Yandex
"Դավթաշենի 4-րդ փողոց 35, Երևան","35 Davtashen 4th Street, Yerevan",OK,Yerevan,Davtashen,35,,Yerevan,Davidashen 4th street,,Armenia,40.211712,44.4827781,Nominatim
"David Anhaght street, Yerevan","David Anhaght street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,David Anhaght street,,Armenia,40.20558335,44.5262518,Nominatim
"Улица Давида Анахта, Ереван","David Anhaght Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,David Anhaght street,,Armenia,40.20558335,44.5262518,Nominatim
"David Anhaght street 9, Yerevan","David Anhaght street 9, Yerevan",OK,Yerevan,Qanaqer-Zeytun,9,,Yerevan,David Anhaght street,,Armenia,40.20558335,44.5262518,Nominatim
"Daran street, Abovyan","Daran street, Abovyan",OK,Kotayk,Abovyan,,1st microdistrict,Abovyan,Daran street,,Armenia,40.26874439,44.63196667,Nominatim
"Daran street 4, Abovyan","Daran street 4, Abovyan",OK,Kotayk,Abovyan,4,1st microdistrict,Abovyan,Daran street,,Armenia,40.2681937,44.63144711,Nominatim
"Daniel Varujan street, Yerevan","Daniel Varujan street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Daniel Varujan street,,Armenia,40.17408289,44.46439688,Nominatim
"Daniel Varujan street 7, Yerevan","Daniel Varujan street 7, Yerevan",OK,Yerevan,Malatia-Sebastia,7,,Yerevan,Daniel Varujan street,,Armenia,40.1759567,44.46488217,Nominatim
"Daniel Varujan street 6, Yerevan","Daniel Varujan street 6, Yerevan",OK,Yerevan,Malatia-Sebastia,6,,Yerevan,Daniel Varujan street,,Armenia,40.17462765,44.46488285,Nominatim
"Daniel Varujan street 10, Yerevan","Daniel Varujan street 10, Yerevan",OK,Yerevan,,10,,Yerevan,Daniel Varujan Street,,Armenia,40.17441,44.464729,Yandex
"Chukhajyan street, Vanadzor","Chukhajyan street, Vanadzor",OK,Lori,Vanadzor,,Lager,Vanadzor,Chukhajyan street,,Armenia,40.79304442,44.52085231,Nominatim
"Chukhajyan street 8, Vanadzor","Chukhajyan street 8, Vanadzor",OK,Lori,Vanadzor,8,Lager,Vanadzor,Chukhajyan street,,Armenia,40.79167575,44.52361239,Nominatim
"Chukhajyan street 58, Vanadzor","Chukhajyan street 58, Vanadzor",OK,Lori,Vanadzor,58,Lager,Vanadzor,Chukhajyan street,,Armenia,40.7879902,44.52891184,Nominatim
"Улица Чухаджяна 56, Ванадзор","Chukhajyan street 56, Vanadzor",OK,Lori,,56,,Vanadzor,Chukhajyan Street,,Armenia,40.78814,44.52886,Yandex
"Չեխովի փողոց, Երևան","Chekhov Street, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Chekhov street,,Armenia,40.15409865,44.4819217,Nominatim
"Chekhov street, Yerevan","Chekhov street, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Chekhov street,,Armenia,40.15409865,44.4819217,Nominatim
"Chekhov street, Երևան","Chekhov street, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Chekhov Street,,Armenia,40.152549,44.479866,Yandex
"Улица Чехова, Ереван","Chekhov Street, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Chekhov street,,Armenia,40.15221264,44.47950862,Nominatim
"Улица Чехова, Երևան","Chekhov Street, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Chekhov street,,Armenia,40.15221264,44.47950862,Nominatim
"Chekhov street 8, Yerevan","Chekhov street 8, Yerevan",OK,Yerevan,Shengavit,8,3th residential area,Yerevan,Chekhov street,,Armenia,40.1569562,44.48466979,Nominatim
"Chekhov street 56, Yerevan","Chekhov street 56, Yerevan",OK,Yerevan,Shengavit,56,3th residential area,Yerevan,Chekhov street,,Armenia,40.1495652,44.472772,Nominatim
"Chekhov street 54/1, Երևան","Chekhov street 54/1, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Chekhov street,,Armenia,40.15409865,44.4819217,Nominatim
"Chekhov street 54, Yerevan","Chekhov street 54, Yerevan",OK,Yerevan,Shengavit,54,3th residential area,Yerevan,Chekhov street,,Armenia,40.14978085,44.47352302,Nominatim
"Chekhov street 52, Yerevan","Chekhov street 52, Yerevan",OK,Yerevan,Shengavit,52,3th residential area,Yerevan,Chekhov street,,Armenia,40.1499418,44.474134,Nominatim
"Улица Чехова 39/2, Ереван","Chekhov Street 39/2, Yerevan",OK,Yerevan,Shengavit,39/2,3th residential area,Yerevan,Chekhov Street,,Armenia,40.148902,44.475527,Yandex
"Չեխովի փողոց 39/2, Երևան","Chekhov Street 39/2, Yerevan",OK,Yerevan,Shengavit,39/2,3th residential area,Yerevan,Chekhov street,,Armenia,40.14893795,44.4754771,Nominatim
"Улица Чехова 39/1, Ереван ","Chekhov Street 39/1, Yerevan ",OK,Yerevan,Shengavit,39/1,3th residential area,Yerevan,Chekhov Street,,Armenia,40.149523,44.475123,Yandex
"Չեխովի փողոց 39/1, Երևան","Chekhov Street 39/1, Yerevan",OK,Yerevan,Shengavit,39/1,3th residential area,Yerevan,Chekhov Street,,Armenia,40.149523,44.475123,Yandex
"Chekhov street 39, Երևան","Chekhov street 39, Yerevan",OK,Yerevan,Shengavit,39,3th residential area,Yerevan,Chekhov Street,,Armenia,40.149812,44.475284,Yandex
"Chekhov street 39, Yerevan","Chekhov street 39, Yerevan",OK,Yerevan,Shengavit,39,3th residential area,Yerevan,Chekhov street,,Armenia,40.1498302,44.4752662,Nominatim
"Chekhov street 38, Yerevan","Chekhov street 38, Yerevan",OK,Yerevan,Shengavit,38,3th residential area,Yerevan,Chekhov street,,Armenia,40.151162,44.47745015,Nominatim
"Chekhov street 34, Yerevan","Chekhov street 34, Yerevan",OK,Yerevan,Shengavit,34,3th residential area,Yerevan,Chekhov street,,Armenia,40.15188095,44.47813747,Nominatim
"Chekhov street 33, Yerevan","Chekhov street 33, Yerevan",OK,Yerevan,Shengavit,33,3th residential area,Yerevan,Chekhov street,,Armenia,40.1501138,44.4769388,Nominatim
"Chekhov street 31, Yerevan","Chekhov street 31, Yerevan",OK,Yerevan,Shengavit,31,3th residential area,Yerevan,Chekhov street,,Armenia,40.15046,44.47721079,Nominatim
"Chekhov street 30, Yerevan","Chekhov street 30, Yerevan",OK,Yerevan,Shengavit,30,3th residential area,Yerevan,Chekhov street,,Armenia,40.1527774,44.47896403,Nominatim
"Chekhov street 29/6, Yerevan","Chekhov street 29/6, Yerevan",OK,Yerevan,Shengavit,29/6,3th residential area,Yerevan,Chekhov street,,Armenia,40.1509076,44.4779137,Nominatim
"Chekhov street 28/2, Երևան","Chekhov street 28/2, Yerevan",OK,Yerevan,Shengavit,28/2,3th residential area,Yerevan,Chekhov Street,,Armenia,40.152204,44.479111,Yandex
"Chekhov street 28, Yerevan","Chekhov street 28, Yerevan",OK,Yerevan,Shengavit,28,3th residential area,Yerevan,Chekhov street,,Armenia,40.15243325,44.479421,Nominatim
"Chekhov street 23, Yerevan","Chekhov street 23, Yerevan",OK,Yerevan,Shengavit,23,3th residential area,Yerevan,Chekhov street,,Armenia,40.15224815,44.48053195,Nominatim
"Chekhov street 17, Yerevan","Chekhov street 17, Yerevan",OK,Yerevan,Shengavit,17,3th residential area,Yerevan,Chekhov street,,Armenia,40.1538917,44.48233308,Nominatim
"Chekhov street 16, Yerevan","Chekhov street 16, Yerevan",OK,Yerevan,Shengavit,16,3th residential area,Yerevan,Chekhov street,,Armenia,40.15444645,44.48202076,Nominatim
"Chekhov street 15, Yerevan","Chekhov street 15, Yerevan",OK,Yerevan,Shengavit,15,3th residential area,Yerevan,Chekhov street,,Armenia,40.15451505,44.48276802,Nominatim
"Chekhov street 14, Yerevan","Chekhov street 14, Yerevan",OK,Yerevan,Shengavit,14,3th residential area,Yerevan,Chekhov street,,Armenia,40.1549684,44.48249754,Nominatim
"Chekhov street 11, Yerevan","Chekhov street 11, Yerevan",OK,Yerevan,Shengavit,11,3th residential area,Yerevan,Chekhov street,,Armenia,40.1554107,44.48392844,Nominatim
"Chekhov street 10, Yerevan","Chekhov street 10, Yerevan",OK,Yerevan,Shengavit,10,3th residential area,Yerevan,Chekhov street,,Armenia,40.15632775,44.48451221,Nominatim
"Chekhov street 1, Yerevan","Chekhov street 1, Yerevan",OK,Yerevan,Shengavit,1,3th residential area,Yerevan,Chekhov street,,Armenia,40.15674615,44.48571159,Nominatim
"Չեխովի փողոց 98, Երևան","98 Chekhov Street, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Chekhov Street,,Armenia,40.152549,44.479866,Yandex
"Չեխովի փողոց 55, Երևան","55 Chekhov Street, Yerevan",OK,Yerevan,Shengavit,47,3th residential area,Yerevan,Chekhov Street,,Armenia,40.149185,44.473083,Yandex
"Չեխովի փողոց 39, Երևան","39 Chekhov Street, Yerevan",OK,Yerevan,Shengavit,39,3th residential area,Yerevan,Chekhov Street,,Armenia,40.149812,44.475284,Yandex
"Բագրատունյաց փողոց, Երևան","Bagratunyats Street, Yerevan",OK,Yerevan,Shengavit,,3th residential area,Yerevan,Chekhov str․ and Bagratunyats Av cross,,Armenia,40.1530153,44.4803644,Nominatim
"Chaykovski street, Yerevan","Chaykovski street, Yerevan",OK,Yerevan,,,,Yerevan,Chaykovski Street,,Armenia,40.175127,44.517397,Yandex
"Շառլ Ազնավուրի հրապարակ, Գյումրի","Charles Aznavour Square, Gyumri",OK,Shirak,Gyumri,,,Gyumri,Charles Aznavour square,,Armenia,40.80641686,43.84795467,Nominatim
"Charents 2 lane, Yerevan","Charents 2 lane, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Charents street 2nd lane,,Armenia,40.16987077,44.52571286,Nominatim
"Charents lane, Yerevan","Charents lane, Yerevan",OK,Yerevan,Kentron,,Aygestan,Yerevan,Charents street 1st lane,,Armenia,40.17351821,44.52700549,Nominatim
